country,year,Bioenergy,Coal,Gas,Hydro,Nuclear,Other Fossil,Other Renewables,Solar,Wind
AZ,2024,0,0,0.9293,0.063,0,0.002,0,0.0016,0.0041
BA,2019,0,0.6171,0,0.3719,0,0,0,0,0.011
BA,2020,0,0.7117,0,0.2781,0,0,0,0,0.0102
BA,2021,0,0.6372,0,0.3439,0,0,0,0.0007,0.0182
BA,2022,0,0.6947,0,0.2788,0,0,0,0.006,0.0205
BA,2023,0,0.6121,0,0.3659,0,0,0,0.0106,0.0114
BA,2024,0,0.6029,0,0.375,0,0,0,0.0074,0.0147
BB,2019,0,0,0,0,0,0.9608,0,0.0392,0
BB,2020,0,0,0,0,0,0.9608,0,0.0392,0
BB,2021,0,0,0,0,0,0.9608,0,0.0392,0
BB,2022,0,0,0,0,0,0.9608,0,0.0392,0
BB,2023,0,0,0,0,0,0.9608,0,0.0392,0
BB,2024,0,0,0,0,0,0.9608,0,0.0392,0
BD,2019,0.0014,0.0845,0.7007,0.0251,0.0052,0.1744,0.0005,0.004,0.004
BD,2020,0.0015,0.1166,0.6591,0.0234,0.0049,0.1859,0.0004,0.0042,0.0041
BD,2021,0.0015,0.1123,0.6111,0.0196,0.0046,0.239,0.0004,0.0065,0.0049
BD,2022,0.0017,0.1405,0.5192,0.0208,0.0049,0.297,0.0004,0.0095,0.0059
BD,2023,0.002,0.181,0.5886,0.0202,0.0053,0.1822,0.0005,0.0135,0.0068
BD,2024,0.0027,0.2178,0.6485,0.023,0.0065,0.0793,0.0006,0.0123,0.0093
BE,2019,0.0273,0.0043,0.2705,0.0053,0.4692,0.0876,0.0001,0.0398,0.0959
BE,2020,0.0289,0.0027,0.289,0.005,0.3959,0.0897,0.0001,0.0515,0.1372
BE,2021,0.0237,0.0008,0.2064,0.0032,0.515,0.0812,0,0.0501,0.1195
BE,2022,0.0219,0.0001,0.2241,0.001,0.469,0.0848,0,0.0727,0.1265
BE,2023,0.013,0.0075,0.1997,0.0111,0.3947,0.0985,0.0004,0.0924,0.1828
BE,2024,0.0078,0.0115,0.2044,0.0146,0.4212,0.0729,0.0005,0.0334,0.2339
BF,2019,0.0016,0.114,0.1546,0.1027,0.0064,0.5675,0.0024,0.042,0.0087
BF,2020,0.0016,0.114,0.1546,0.1027,0.0064,0.5675,0.0024,0.042,0.0087
BF,2021,0.0016,0.114,0.1546,0.1027,0.0064,0.5675,0.0024,0.042,0.0087
BF,2022,0.0016,0.114,0.1546,0.1027,0.0064,0.5675,0.0024,0.042,0.0087
BF,2023,0.0016,0.114,0.1546,0.1027,0.0064,0.5675,0.0024,0.042,0.0087
BF,2024,0.0016,0.114,0.1546,0.1027,0.0064,0.5675,0.0024,0.042,0.0087
BG,2019,0.0053,0.437,0.0509,0.067,0.3806,0,0,0.0304,0.0289
BG,2020,0.0061,0.3794,0.0562,0.0731,0.414,0.0001,0,0.0352,0.0359
BG,2021,0.005,0.4131,0.0598,0.1069,0.3547,0,0,0.0306,0.0299
BG,2022,0.0048,0.4779,0.0534,0.0751,0.3279,0,0,0.0328,0.028
BG,2023,0.0047,0.3404,0.0558,0.0784,0.4047,0.0001,0,0.0773,0.0386
BG,2024,0.0046,0.3208,0.0869,0.0662,0.4105,0.0015,0.0004,0.0493,0.0597
BH,2019,0,0.0001,0.977,0.0002,0,0.0223,0,0.0003,0
BH,2020,0,0.0001,0.977,0.0002,0,0.0223,0,0.0003,0
BH,2021,0,0.0001,0.977,0.0002,0,0.0223,0,0.0003,0
BH,2022,0,0.0001,0.977,0.0002,0,0.0223,0,0.0003,0
BH,2023,0,0.0001,0.977,0.0002,0,0.0223,0,0.0003,0
BH,2024,0,0.0001,0.977,0.0002,0,0.0223,0,0.0003,0
BI,2019,0,0,0,0.52,0,0.48,0,0,0
BI,2020,0,0,0,0.6923,0,0.3077,0,0,0
BI,2021,0,0,0,0.4783,0,0.5217,0,0,0
BI,2022,0,0,0,0.5217,0,0.4783,0,0,0
BI,2023,0,0,0,1,0,0,0,0,0
BI,2024,0,0,0,1,0,0,0,0,0
BJ,2019,0.0035,0.2482,0.3368,0.1384,0.0139,0.213,0.0053,0.0219,0.0189
BJ,2020,0.0035,0.2482,0.3368,0.1384,0.0139,0.213,0.0053,0.0219,0.0189
BJ,2021,0.0035,0.2482,0.3368,0.1384,0.0139,0.213,0.0053,0.0219,0.0189
BJ,2022,0.0035,0.2482,0.3368,0.1384,0.0139,0.213,0.0053,0.0219,0.0189
BJ,2023,0.0035,0.2482,0.3368,0.1384,0.0139,0.213,0.0053,0.0219,0.0189
BJ,2024,0.0035,0.2482,0.3368,0.1384,0.0139,0.213,0.0053,0.0219,0.0189
BM,2019,0.044,0.0616,0.2689,0.4424,0.0211,0.0814,0.006,0.0159,0.0587
BM,2020,0.044,0.0616,0.2689,0.4424,0.0211,0.0814,0.006,0.0159,0.0587
BM,2021,0.044,0.0616,0.2689,0.4424,0.0211,0.0814,0.006,0.0159,0.0587
BM,2022,0.044,0.0616,0.2689,0.4424,0.0211,0.0814,0.006,0.0159,0.0587
BM,2023,0.044,0.0616,0.2689,0.4424,0.0211,0.0814,0.006,0.0159,0.0587
BM,2024,0.044,0.0616,0.2689,0.4424,0.0211,0.0814,0.006,0.0159,0.0587
BN,2019,0,0,0.9892,0,0,0.0108,0,0,0
BN,2020,0,0,0.9892,0,0,0.0108,0,0,0
BN,2021,0,0,0.9892,0,0,0.0108,0,0,0
BN,2022,0,0,0.9892,0,0,0.0108,0,0,0
BN,2023,0,0,0.9892,0,0,0.0108,0,0,0
BN,2024,0,0,0.9892,0,0,0.0108,0,0,0
BO,2019,0.0158,0,0.6193,0.3407,0,0,0,0.0168,0.0074
BO,2020,0.0141,0,0.6334,0.32,0,0,0,0.026,0.0065
BO,2021,0.0181,0,0.6125,0.3243,0,0,0,0.0341,0.011
BO,2022,0.0122,0,0.641,0.2697,0,0,0,0.0338,0.0432
BO,2023,0.0097,0,0.7083,0.2066,0,0,0,0.0319,0.0434
BO,2024,0,0,0.6058,0.3173,0,0,0,0.0288,0.0481
BR,2019,0.0165,0.0246,0.0795,0.7221,0.0285,0.023,0,0.0116,0.0942
BR,2020,0.0179,0.0194,0.0741,0.7232,0.0251,0.0247,0,0.019,0.0964
BR,2021,0.0135,0.0273,0.1339,0.6177,0.0244,0.0377,0,0.0278,0.1178
BR,2022,0.0128,0.0111,0.0621,0.7045,0.0234,0.0155,0,0.0426,0.128
BR,2023,0.0135,0.0116,0.0525,0.6701,0.022,0.0123,0,0.076,0.142
BR,2024,0.0051,0.0103,0.0457,0.7071,0.0245,0.0166,0,0.0978,0.093
BS,2019,0,0,0,0,0,1,0,0,0
BS,2020,0,0,0,0,0,1,0,0,0
BS,2021,0,0,0,0,0,1,0,0,0
BS,2022,0,0,0,0,0,1,0,0,0
BS,2023,0,0,0,0,0,1,0,0,0
BS,2024,0,0,0,0,0,1,0,0,0
BT,2019,0,0,0,1,0,0,0,0,0
BT,2020,0,0,0,1,0,0,0,0,0
BT,2021,0,0,0,1,0,0,0,0,0
BT,2022,0,0,0,1,0,0,0,0,0
BT,2023,0,0,0,1,0,0,0,0,0
BT,2024,0,0,0,1,0,0,0,0,0
BW,2019,0.0015,0.6266,0.145,0.0596,0.006,0.1426,0.0023,0.0082,0.0081
BW,2020,0.0015,0.6266,0.145,0.0596,0.006,0.1426,0.0023,0.0082,0.0081
BW,2021,0.0015,0.6266,0.145,0.0596,0.006,0.1426,0.0023,0.0082,0.0081
BW,2022,0.0015,0.6266,0.145,0.0596,0.006,0.1426,0.0023,0.0082,0.0081
BW,2023,0.0015,0.6266,0.145,0.0596,0.006,0.1426,0.0023,0.0082,0.0081
BW,2024,0.0015,0.6266,0.145,0.0596,0.006,0.1426,0.0023,0.0082,0.0081
BY,2019,0.0074,0.0008,0.9676,0.009,0,0.0056,0,0.0048,0.0048
BY,2020,0.0074,0.0008,0.9676,0.009,0,0.0056,0,0.0048,0.0048
BY,2021,0.0074,0.0008,0.9676,0.009,0,0.0056,0,0.0048,0.0048
BY,2022,0.0074,0.0008,0.9676,0.009,0,0.0056,0,0.0048,0.0048
BY,2023,0.0074,0.0008,0.9676,0.009,0,0.0056,0,0.0048,0.0048
BY,2024,0.0074,0.0008,0.9676,0.009,0,0.0056,0,0.0048,0.0048
BZ,2019,0.13,0.0165,0.0757,0.3825,0.0068,0.3553,0.0019,0.0132,0.018
BZ,2020,0.1303,0.0128,0.0794,0.3853,0.007,0.3473,0.0019,0.0157,0.0203
BZ,2021,0.1299,0.0123,0.0866,0.3733,0.0069,0.3474,0.0017,0.018,0.0238
BZ,2022,0.1297,0.0096,0.0732,0.3863,0.006,0.3478,0.0017,0.0204,0.0252
BZ,2023,0.1298,0.011,0.0713,0.3808,0.0063,0.3463,0.0016,0.0254,0.0274
BZ,2024,0.1296,0.0094,0.0621,0.3872,0.0073,0.345,0.0014,0.0295,0.0284
CA,2019,0.0176,0.0692,0.1095,0.5899,0.1487,0.0095,0.0003,0.0038,0.0514
CA,2020,0.0163,0.0642,0.1016,0.6022,0.1455,0.0088,0.0002,0.004,0.0572
CA,2021,0.0158,0.0538,0.1207,0.6008,0.1389,0.0076,0.0003,0.0043,0.0578
CA,2022,0.0152,0.0588,0.1102,0.6132,0.1282,0.0078,0.0002,0.0049,0.0614
CA,2023,0.0165,0.0561,0.126,0.5808,0.1411,0.0079,0.0002,0.0081,0.0633
CA,2024,0.0173,0.059,0.1324,0.5444,0.153,0.0082,0.0002,0.0059,0.0795
CD,2019,0.0001,0.0037,0.005,0.986,0.0002,0.0036,0.0001,0.0011,0.0003
CD,2020,0.0001,0.0037,0.005,0.986,0.0002,0.0036,0.0001,0.0011,0.0003
CD,2021,0.0001,0.0037,0.005,0.986,0.0002,0.0036,0.0001,0.0011,0.0003
CD,2022,0.0001,0.0037,0.005,0.986,0.0002,0.0036,0.0001,0.0011,0.0003
CD,2023,0.0001,0.0037,0.005,0.986,0.0002,0.0036,0.0001,0.0011,0.0003
CD,2024,0.0001,0.0037,0.005,0.986,0.0002,0.0036,0.0001,0.0011,0.0003
CF,2019,0,0,0,1,0,0,0,0,0
CF,2020,0,0,0,1,0,0,0,0,0
CF,2021,0,0,0,1,0,0,0,0,0
CF,2022,0,0,0,1,0,0,0,0,0
CF,2023,0,0,0,1,0,0,0,0,0
CF,2024,0,0,0,1,0,0,0,0,0
CG,2019,0.0246,0,0.6202,0.2322,0,0.123,0,0,0
CG,2020,0.0246,0,0.6202,0.2322,0,0.123,0,0,0
CG,2021,0.0246,0,0.6202,0.2322,0,0.123,0,0,0
CG,2022,0.0246,0,0.6202,0.2322,0,0.123,0,0,0
CG,2023,0.0246,0,0.6202,0.2322,0,0.123,0,0,0
CG,2024,0.0246,0,0.6202,0.2322,0,0.123,0,0,0
CH,2019,0.0013,0.0081,0.0119,0.5406,0.3555,0.0502,0.0003,0.0256,0.0065
CH,2020,0.0011,0.006,0.0101,0.566,0.3302,0.0514,0.0002,0.0283,0.0066
CH,2021,0.0032,0.017,0.028,0.564,0.2895,0.0537,0.0006,0.0307,0.0132
CH,2022,0.0028,0.016,0.0248,0.4872,0.3539,0.0545,0.0006,0.0458,0.0142
CH,2023,0.001,0.0055,0.0089,0.5522,0.3243,0.0499,0.0002,0.0513,0.0067
CH,2024,0,0.0002,0.0004,0.5918,0.3357,0.0489,0,0.0214,0.0017
CI,2019,0,0,0.3942,0.3443,0,0.2605,0,0.001,0
CI,2020,0,0,0.3942,0.3443,0,0.2605,0,0.001,0
CI,2021,0,0,0.3942,0.3443,0,0.2605,0,0.001,0
CI,2022,0,0,0.3942,0.3443,0,0.2605,0,0.001,0
CI,2023,0,0,0.3942,0.3443,0,0.2605,0,0.001,0
CI,2024,0,0,0.3942,0.3443,0,0.2605,0,0.001,0
CK,2019,0,0,0,0,0,0.75,0,0.25,0
CK,2020,0,0,0,0,0,0.75,0,0.25,0
CK,2021,0,0,0,0,0,0.75,0,0.25,0
CK,2022,0,0,0,0,0,0.75,0,0.25,0
CK,2023,0,0,0,0,0,0.75,0,0.25,0
CK,2024,0,0,0,0,0,0.75,0,0.25,0
CL,2019,0.0235,0.3668,0.1827,0.2691,0,0.0106,0.0028,0.0825,0.062
CL,2020,0.0243,0.3472,0.1764,0.2654,0,0.0139,0.0032,0.0982,0.0714
CL,2021,0.0248,0.3393,0.1774,0.2023,0,0.0309,0.0042,0.1323,0.0889
CL,2022,0.0231,0.2304,0.1908,0.244,0,0.025,0.0056,0.1746,0.1065
CL,2023,0.0234,0.167,0.1851,0.2861,0,0.0154,0.0052,0.1992,0.1187
CL,2024,0.0245,0.1308,0.1158,0.3351,0,0.0095,0.0054,0.2575,0.1213
CM,2019,0,0.0007,0.001,0.6384,0,0.3574,0,0.0024,0.0001
CM,2020,0,0.0007,0.001,0.6384,0,0.3574,0,0.0024,0.0001
CM,2021,0,0.0007,0.001,0.6384,0,0.3574,0,0.0024,0.0001
CM,2022,0,0.0007,0.001,0.6384,0,0.3574,0,0.0024,0.0001
CM,2023,0,0.0007,0.001,0.6384,0,0.3574,0,0.0024,0.0001
CM,2024,0,0.0007,0.001,0.6384,0,0.3574,0,0.0024,0.0001
CN,2019,0.0151,0.662,0.0289,0.1579,0.0475,0.0028,0,0.0306,0.0553
CN,2020,0.0174,0.6464,0.0308,0.1593,0.0481,0.0026,0,0.0343,0.0612
CN,2021,0.0172,0.6412,0.0306,0.1423,0.0487,0.0026,0,0.0391,0.0783
CN,2022,0.0169,0.6263,0.0299,0.1394,0.0481,0.0025,0,0.0492,0.0878
CN,2023,0.0187,0.6207,0.0307,0.1241,0.0467,0.0021,0,0.0636,0.0934
CN,2024,0.0198,0.6568,0.0325,0.0904,0.0441,0.0022,0,0.0512,0.103
CO,2019,0.0013,0.1063,0.0856,0.7981,0,0.0059,0,0.0016,0.0012
CO,2020,0.0022,0.1328,0.0774,0.7715,0,0.013,0,0.0031,0
CO,2021,0,0.06,0.0733,0.8542,0,0.0071,0,0.0047,0.0008
CO,2022,0,0.0466,0.0766,0.8641,0,0.0051,0,0.0067,0.0009
CO,2023,0,0.0979,0.082,0.7971,0,0.0064,0,0.0134,0.0031
CO,2024,0,0.1219,0.0972,0.7562,0,0.0062,0,0.0154,0.0031
CR,2019,0.0063,0.0014,0.0061,0.6883,0.0005,0.0106,0.1311,0.0004,0.1553
CR,2020,0.0054,0.0004,0.0025,0.7191,0.0003,0.0025,0.141,0.0003,0.1284
CR,2021,0.0066,0,0,0.7377,0,0,0.1286,0,0.1271
CR,2022,0.0059,0,0.0002,0.7409,0,0.0078,0.1327,0,0.1124
CR,2023,0.0044,0.0012,0.0073,0.6906,0.0007,0.0513,0.1206,0.0017,0.1222
CR,2024,0.0097,0.0015,0.0096,0.5184,0.0011,0.162,0.1123,0.0033,0.182
CU,2019,0.0251,0,0.1173,0.0072,0,0.8377,0,0.0118,0.001
CU,2020,0.0251,0,0.1173,0.0072,0,0.8377,0,0.0118,0.001
CU,2021,0.0251,0,0.1173,0.0072,0,0.8377,0,0.0118,0.001
CU,2022,0.0251,0,0.1173,0.0072,0,0.8377,0,0.0118,0.001
CU,2023,0.0251,0,0.1173,0.0072,0,0.8377,0,0.0118,0.001
CU,2024,0.0251,0,0.1173,0.0072,0,0.8377,0,0.0118,0.001
CV,2019,0,0,0,0,0,0.8261,0,0.0217,0.1522
CV,2020,0,0,0,0,0,0.8261,0,0.0217,0.1522
CV,2021,0,0,0,0,0,0.8261,0,0.0217,0.1522
CV,2022,0,0,0,0,0,0.8261,0,0.0217,0.1522
CV,2023,0,0,0,0,0,0.8261,0,0.0217,0.1522
CV,2024,0,0,0,0,0,0.8261,0,0.0217,0.1522
CY,2019,0,0,0,0,0,0.9072,0,0.0433,0.0495
CY,2020,0,0,0,0,0,0.8777,0,0.0687,0.0536
CY,2021,0,0,0,0,0,0.8495,0,0.0969,0.0536
CY,2022,0,0,0,0,0,0.8317,0,0.1222,0.0461
CY,2023,0,0,0,0,0,0.7957,0,0.1654,0.0389
CY,2024,0,0,0,0,0,0.7949,0,0.1795,0.0256
CZ,2019,0.0247,0.4236,0.0672,0.0243,0.3588,0.0342,0.0296,0.0288,0.0088
CZ,2020,0.031,0.376,0.0725,0.0276,0.3779,0.0446,0.032,0.0289,0.0096
CZ,2021,0.0324,0.387,0.0782,0.0319,0.3718,0.0318,0.0304,0.0286,0.0078
CZ,2022,0.0311,0.4237,0.0678,0.0264,0.3757,0.0059,0.0304,0.0305,0.0086
CZ,2023,0.0317,0.3792,0.0473,0.0334,0.4073,0.0169,0.0336,0.0402,0.0105
CZ,2024,0.0294,0.3691,0.0632,0.0603,0.4029,0.0118,0.0309,0.0176,0.0147
DE,2019,0.0739,0.2752,0.1497,0.0356,0.1248,0.0462,0,0.0799,0.2147
DE,2020,0.079,0.2266,0.1701,0.0355,0.1136,0.0464,0,0.0917,0.2371
DE,2021,0.075,0.2724,0.1581,0.0362,0.1189,0.0465,0,0.0908,0.2021
DE,2022,0.081,0.3059,0.1403,0.0322,0.0603,0.0467,0,0.1107,0.2229
DE,2023,0.087,0.2387,0.1595,0.0483,0.0215,0.0413,0.0003,0.1247,0.2786
DE,2024,0.0832,0.23,0.1856,0.0401,0,0.044,0,0.0346,0.3825
DJ,2019,0.0038,0.2639,0.3581,0.1471,0.0147,0.1716,0.0057,0.015,0.0201
DJ,2020,0.0038,0.2639,0.3581,0.1471,0.0147,0.1716,0.0057,0.015,0.0201
DJ,2021,0.0038,0.2639,0.3581,0.1471,0.0147,0.1716,0.0057,0.015,0.0201
DJ,2022,0.0038,0.2639,0.3581,0.1471,0.0147,0.1716,0.0057,0.015,0.0201
DJ,2023,0.0038,0.2639,0.3581,0.1471,0.0147,0.1716,0.0057,0.015,0.0201
DJ,2024,0.0038,0.2639,0.3581,0.1471,0.0147,0.1716,0.0057,0.015,0.0201
DK,2019,0.1107,0.1379,0.1218,0.0315,0.0409,0.0489,0.0011,0.0355,0.4716
DK,2020,0.0921,0.14,0.1055,0.0396,0.0451,0.0478,0.0014,0.0456,0.4829
DK,2021,0.1338,0.175,0.1023,0.0234,0.0286,0.0507,0.0008,0.0446,0.4407
DK,2022,0.1136,0.1509,0.0778,0.013,0.015,0.0456,0.0005,0.0643,0.5195
DK,2023,0.1059,0.1048,0.077,0.0178,0.02,0.0358,0.0006,0.0912,0.547
DK,2024,0.115,0.13,0.075,0,0,0.0325,0,0.0125,0.635
DM,2019,0,0,0,0.2222,0,0.7778,0,0,0
DM,2020,0,0,0,0.2222,0,0.7778,0,0,0
DM,2021,0,0,0,0.2222,0,0.7778,0,0,0
DM,2022,0,0,0,0.2222,0,0.7778,0,0,0
DM,2023,0,0,0,0.2222,0,0.7778,0,0,0
DM,2024,0,0,0,0.2222,0,0.7778,0,0,0
DO,2019,0.0135,0.1816,0.2071,0.0503,0,0.4878,0,0.0187,0.041
DO,2020,0.0135,0.1816,0.2071,0.0503,0,0.4878,0,0.0187,0.041
DO,2021,0.0135,0.1816,0.2071,0.0503,0,0.4878,0,0.0187,0.041
DO,2022,0.0135,0.1816,0.2071,0.0503,0,0.4878,0,0.0187,0.041
DO,2023,0.0135,0.1816,0.2071,0.0503,0,0.4878,0,0.0187,0.041
DO,2024,0.0135,0.1816,0.2071,0.0503,0,0.4878,0,0.0187,0.041
DZ,2019,0,0,0.9771,0.002,0,0.012,0,0.0089,0.0001
DZ,2020,0,0,0.9771,0.002,0,0.012,0,0.0089,0.0001
DZ,2021,0,0,0.9771,0.002,0,0.012,0,0.0089,0.0001
DZ,2022,0,0,0.9771,0.002,0,0.012,0,0.0089,0.0001
DZ,2023,0,0,0.9771,0.002,0,0.012,0,0.0089,0.0001
DZ,2024,0,0,0.9771,0.002,0,0.012,0,0.0089,0.0001
EC,2019,0.0142,0,0.0447,0.764,0,0.1743,0,0,0.0028
EC,2020,0.0147,0.0003,0.0416,0.7769,0.0002,0.1625,0,0.0002,0.0034
EC,2021,0.0124,0.0004,0.0412,0.7913,0.0003,0.151,0.0001,0.0004,0.0029
EC,2022,0.0115,0.0004,0.0374,0.7447,0.0002,0.202,0.0001,0.0006,0.003
EC,2023,0.0104,0.0012,0.0354,0.7159,0.0007,0.2247,0.0002,0.0022,0.0092
EC,2024,0.0232,0.0019,0.0387,0.6117,0.0015,0.306,0.0003,0.0044,0.0123
EE,2019,0.0785,0.047,0.074,0.0488,0.0646,0.5625,0.003,0.0093,0.1123
EE,2020,0.0843,0.0666,0.1127,0.0824,0.0986,0.3605,0.003,0.0312,0.1608
EE,2021,0.065,0.0465,0.0791,0.0538,0.0675,0.5134,0.002,0.0488,0.1239
EE,2022,0.148,0.0219,0.0356,0.0198,0.0267,0.5731,0.0008,0.0729,0.1011
EE,2023,0.075,0.0599,0.1004,0.0706,0.0825,0.3366,0.0027,0.1163,0.1561
EE,2024,0.0803,0.0536,0.096,0.0679,0.0767,0.4144,0.0022,0.0086,0.2001
EG,2019,0,0,0.8345,0.0716,0,0.0682,0,0.0256,0
EG,2020,0,0,0.8477,0.0819,0,0.0263,0,0.0441,0
EG,2021,0,0,0.8397,0.073,0,0.0402,0,0.0472,0
EG,2022,0,0,0.7464,0.0713,0,0.1352,0,0.0471,0
EG,2023,0,0,0.779,0.0862,0,0.0894,0,0.0454,0
EG,2024,0,0,0.7781,0.0948,0,0.0819,0,0.0452,0
EH,2019,0.0042,0.2938,0.3986,0.1638,0.0164,0.0778,0.0063,0.0167,0.0224
EH,2020,0.0042,0.2938,0.3986,0.1638,0.0164,0.0778,0.0063,0.0167,0.0224
EH,2021,0.0042,0.2938,0.3986,0.1638,0.0164,0.0778,0.0063,0.0167,0.0224
EH,2022,0.0042,0.2938,0.3986,0.1638,0.0164,0.0778,0.0063,0.0167,0.0224
EH,2023,0.0042,0.2938,0.3986,0.1638,0.0164,0.0778,0.0063,0.0167,0.0224
EH,2024,0.0042,0.2938,0.3986,0.1638,0.0164,0.0778,0.0063,0.0167,0.0224
ER,2019,0,0,0,0,0,0.9773,0,0.0227,0
ER,2020,0,0,0,0,0,0.9773,0,0.0227,0
ER,2021,0,0,0,0,0,0.9773,0,0.0227,0
ER,2022,0,0,0,0,0,0.9773,0,0.0227,0
